job_description,sentiment,transformed_text
"Business Analyst - Data Sciences Customers Bank Malvern, PA Unknown",negative,busi analyst data scienc custom bank malvern pa unknown
"Analyst, Data Analytics Warner Bros. Discovery Atlanta, GA Unknown",negative,analyst data analyt warner discoveri atlanta ga unknown
Strategy and Planning Analyst Eptura Texas Unknown,negative,strategi plan analyst eptura texa unknown
Claims Business Analyst (REMOTE) Florida Peninsula Insurance Remote Unknown,negative,claim busi analyst remot florida peninsula insur remot unknown
"Analyst, Business Intelligence * Work from home American Red Cross Washington, DC Unknown",positive,analyst busi intellig work home american red cross washington dc unknown
"College Coop: Data Insights & Reporting Analyst (Revak) Independence Blue Cross Philadelphia, PA Unknown",negative,colleg coop data insight report analyst revak independ blue cross philadelphia pa unknown
IT Business Analyst Encova Insurance Remote Unknown,negative,busi analyst encova insur remot unknown
Data Center Analyst 3 Unisys Connecticut Unknown,negative,data center analyst 3 unisi connecticut unknown
Business Analyst | HYBRID Dignari United States Unknown,negative,busi analyst hybrid dignari unit state unknown
"Program Analyst U.S. Department of State Washington, DC Unknown",negative,program analyst depart state washington dc unknown
"Business Intelligence Analyst WebstaurantStore Lititz, PA Unknown",neutral,busi intellig analyst webstaurantstor lititz pa unknown
"Business Analyst (Information Technology Analyst 1) New Jersey Courts Trenton, NJ Unknown",negative,busi analyst inform technolog analyst 1 new jersey court trenton nj unknown
"senior performance measures analyst , HR Shared Services (Hybrid/US Remote) Starbucks Seattle, WA Senior",neutral,senior perform measur analyst hr share servic remot starbuck seattl wa senior
"DATA AND PROCESS ANALYST University of Washington Seattle, WA Unknown",negative,data process analyst univers washington seattl wa unknown
"Data Analyst- Hybrid Universal Service Administrative Company Washington, DC Unknown",negative,data hybrid univers servic administr compani washington dc unknown
"Business Analyst HealthFirst Lake Mary, FL Unknown",negative,busi analyst healthfirst lake mari fl unknown
"Data Management Analyst CNA Insurance Chicago, IL Unknown",negative,data manag analyst cna insur chicago il unknown
"Sr Data Governance Analyst Moody's Charlotte, NC Unknown",negative,sr data govern analyst moodi charlott nc unknown
"Senior Data Analyst NYU Langone New York, NY Senior",neutral,senior data analyst nyu langon new york ny senior
"Associate Business Analyst Sony Pictures Entertainment, Inc. Culver City, CA Unknown",negative,associ busi analyst soni pictur entertain culver citi ca unknown
"Business Analyst Senior I Federal Reserve Bank of Boston Boston, MA Senior",neutral,busi analyst senior feder reserv bank boston boston senior
"Analyst, Data Governance (PH) Disney Lake Buena Vista, FL Unknown",negative,analyst data govern ph disney lake buena vista fl unknown
"Claims Data Analyst, Remote/Hybrid University of California San Francisco San Francisco, CA Unknown",negative,claim data analyst univers california san francisco san francisco ca unknown
"Senior Data Analyst - IT United Airlines Chicago, IL Senior",neutral,senior data analyst unit airlin chicago il senior
"Data Tracing Analyst 1 U.S. Bank National Association New York, NY Unknown",negative,data trace analyst 1 bank nation associ new york ny unknown
"Associate Program Officer, Data Analytics & Insights - Africa The Bill & Melinda Gates Foundation Seattle, WA Unknown",negative,associ program offic data analyt insight africa bill melinda gate foundat seattl wa unknown
Data Reporting Analyst Clinician Nexus Michigan Unknown,negative,data report analyst clinician nexu michigan unknown
"Community Health Data Analyst State of Georgia Atlanta, GA Unknown",negative,commun health data analyst state georgia atlanta ga unknown
"Analyst, Data Management and Reporting T. Rowe Price Owings Mills, MD Unknown",negative,analyst data manag report row price owe mill md unknown
"Data Management Programmer/Analyst UCLA Health Los Angeles, CA Unknown",negative,data manag ucla health lo angel ca unknown
"Business Analyst American College of Cardiology (ACC) Washington, DC Unknown",negative,busi analyst american colleg cardiolog acc washington dc unknown
"NOCOR/Chargeback Data Analyst Electronic Arts Marina del Rey, CA Unknown",negative,data analyst electron art marina del rey ca unknown
"Data Analyst 3 Intelliswift Software, Inc. San Jose, CA Unknown",negative,data analyst 3 intelliswift softwar san jose ca unknown
"Data Reporting Analyst II Horizon Blue Cross Blue Shield of New Jersey Newark, NJ Unknown",negative,data report analyst ii horizon blue cross blue shield new jersey newark nj unknown
"Senior Healthcare Data Analyst Chewy Boston, MA Senior",neutral,senior healthcar data analyst chewi boston senior
"HR Planning & Reporting Analyst Riskified New York, NY Unknown",negative,hr plan report analyst riskifi new york ny unknown
"Population Health Analyst - Duke Health Technology Solutions - Remote Duke Health Durham, NC Unknown",negative,popul health analyst duke health technolog solut remot duke health durham nc unknown
"Senior Sales & Operations Analyst Vans Costa Mesa, CA Senior",neutral,senior sale oper analyst van costa mesa ca senior
"Senior Clinical Data Analyst Truveta Seattle, WA Senior",neutral,senior clinic data analyst truveta seattl wa senior
"Senior Analyst, Operations Support Royal Caribbean Group United States Senior",positive,senior analyst oper support royal caribbean group unit state senior
"Operations Business Analyst Agiliti Eden Prairie, MN Unknown",negative,oper busi analyst agil eden prairi mn unknown
"Research Data Analyst UCLA Los Angeles, CA Unknown",negative,research data analyst ucla lo angel ca unknown
"Elections Systems and Data Analyst State of Georgia Atlanta, GA Unknown",negative,elect system data analyst state georgia atlanta ga unknown
"Performance Management and Data Analyst I/II/III Montgomery County Government Rockville, MD Unknown",negative,perform manag data analyst montgomeri counti govern rockvil md unknown
"Junior IT Business Analyst Oceaneering Houston, TX Junior",neutral,junior busi analyst ocean houston tx junior
"MANAGEMENT AND PROGRAM ANALYST US Commander, Navy Installations United States Unknown",negative,manag program analyst us command navi instal unit state unknown
Business Analyst - Remote Sharecare Remote Unknown,negative,busi analyst remot sharecar remot unknown
"Senior Data Analyst OhioHealth Columbus, OH Senior",neutral,senior data analyst ohiohealth columbu oh senior
"Management and Program Analyst US Department of Energy - Agency Wide Germantown, MD Unknown",negative,manag program analyst us depart energi agenc wide germantown md unknown
"Hybrid Customer Insights Data, Analyst Carrington Mortgage Services, LLC Franklin, TN Unknown",negative,hybrid custom insight data analyst carrington mortgag servic llc franklin tn unknown
"EBO Data Analyst Lakeview Loan Servicing Coral Gables, FL Unknown",negative,ebo data analyst lakeview loan servic coral gabl fl unknown
"Sr. Data Analyst FedEx Services Memphis, TN Unknown",negative,data analyst fedex servic memphi tn unknown
"Data Analyst, Workforce Optimization SanMar Issaquah, WA Unknown",negative,data analyst workforc optim sanmar issaquah wa unknown
Data Conversion Analyst Grant Street Group Remote Unknown,negative,data convers analyst grant street group remot unknown
"Research Data Analyst Associate Northwestern University Evanston, IL Unknown",negative,research data analyst associ northwestern univers evanston il unknown
"Data Analyst II (Remote - Health Services Research) The Henry M. Jackson Foundation for the Advancement of Military Medicine Bethesda, MD Unknown",negative,data analyst ii remot health servic research henri jackson foundat advanc militari medicin bethesda md unknown
"Data Solutions Analyst CoreLogic Dallas, TX Unknown",negative,data solut analyst corelog dalla tx unknown
"Data and Business Analyst Opportunity Enterprises, Inc. Valparaiso, IN Unknown",negative,data busi analyst opportun enterpris valparaiso unknown
"Analyst City of Kansas City Kansas City, MO Unknown",negative,analyst citi kansa citi kansa citi mo unknown
"Healthcare Data Analyst II-Department of Pediatrics Boston Childrens Hospital Boston, MA Unknown",negative,healthcar data analyst pediatr boston children hospit boston unknown
"DATA ANALYST RESEARCH (HYBRID) Compass One Healthcare Atlanta, GA Unknown",negative,data analyst research hybrid compass one healthcar atlanta ga unknown
"Enterprise Data Management, Junior Analyst First Horizon Bank Knoxville, TN Junior",neutral,enterpris data manag junior analyst first horizon bank knoxvil tn junior
RESEARCH DATA ANALYST II Department of Transportation United States Unknown,negative,research data analyst ii depart transport unit state unknown
"Research Data Analyst 1 Stanford University Stanford, CA Unknown",negative,research data analyst 1 stanford univers stanford ca unknown
Integrity Analyst Pinterest Remote Unknown,negative,integr analyst pinterest remot unknown
"Operations Systems Analyst Sysco College Park, GA Unknown",negative,oper system analyst sysco colleg park ga unknown
"Clinical Systems Analyst Hybrid Stanford Health Care Palo Alto, CA Unknown",negative,clinic system analyst hybrid stanford health care palo alto ca unknown
"Performance, Systems, and Operations Analyst Exec Office of Housing and Livable Communities Boston, MA Unknown",negative,perform system oper analyst exec offic hous livabl commun boston unknown
Sales Operations Analyst GEHA United States Unknown,negative,sale oper analyst geha unit state unknown
"Business Analyst, Business Support Invesco Houston, TX Unknown",neutral,busi analyst busi support invesco houston tx unknown
"Investment Data Management Associate Analyst (HYBRID) Inclusively Westlake, TX Unknown",negative,invest data manag associ analyst hybrid inclus westlak tx unknown
"Data Analyst, Healthcare Finance and Policy (WMS2) State of Washington Health Care Authority Olympia, WA Unknown",negative,data analyst healthcar financ polici wms2 state washington health care author olympia wa unknown
Business Systems Analyst II Mutual of Omaha Remote Unknown,negative,busi system analyst ii mutual omaha remot unknown
"Wholesale Lending Credit Risk - Data Quality Analyst II - Officer (Hybrid) Citi Tampa, FL Unknown",negative,wholesal lend credit risk data qualiti analyst ii offic hybrid citi tampa fl unknown
"ESG Data Analyst Activision Santa Monica, CA Unknown",negative,esg data analyst activis santa monica ca unknown
Junior Technology Analyst - Integration and Reporting Track Enstoa Remote Junior,neutral,junior technolog analyst integr report track enstoa remot junior
"Data Systems Analyst Stevens Institute of Technology Hoboken, NJ Unknown",negative,data system analyst steven institut technolog hoboken nj unknown
"Senior Vendor Performance and Data Analyst Combined Insurance Whitehouse Station, NJ Senior",neutral,senior vendor perform data analyst combin insur whitehous station nj senior
"business analyst, Store Development Support Services Starbucks Seattle, WA Unknown",neutral,busi analyst store develop support servic starbuck seattl wa unknown
"Analyst-Data Processing 3 Louisiana State University Baton Rouge, LA Unknown",negative,process 3 louisiana state univers baton roug la unknown
"Sr Enterprise Data Management Analyst Lennar Homes Miami, FL Unknown",negative,sr enterpris data manag analyst lennar home miami fl unknown
"Product Analyst, HH IT Data & Analytics, US Data Services (Hybrid) Merck Sharp & Dohme West Point, PA Unknown",neutral,product analyst hh data analyt us data servic hybrid merck sharp dohm west point pa unknown
